254	Bocho	Germanic?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
255	Bocoldus	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
256	Bodo	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
257	Bodonicus	unknown	male	given name	import from Matrikels2-0_PublicationVersion_20230816
258	Boethios	Greek	male	given name	import from Matrikels2-0_PublicationVersion_20230816
259	Bolinus	Germanic and Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
260	Bollard	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
261	Bolthe		gender-neutral	family name	import from Matrikels2-0_PublicationVersion_20230816
262	Bonhomme	Romance	gender-neutral	family name	import from Matrikels2-0_PublicationVersion_20230816
263	Bonaventura	Romance	male	given name	import from Matrikels2-0_PublicationVersion_20230816
264	Bonellus	Romance	male	given name	import from Matrikels2-0_PublicationVersion_20230816
265	Bonetus	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
266	Bonifatius	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
267	Bonus	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
268	Borderus	Germanic?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
269	Boreldus	unknown	male	given name	import from Matrikels2-0_PublicationVersion_20230816
271	Borromeus	Romance	male	given name	import from Matrikels2-0_PublicationVersion_20230816
272	Bossard	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
274	Branda	Romance?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
275	Branderic	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
276	Brandulf	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
277	Breida	unknown	male	given name	import from Matrikels2-0_PublicationVersion_20230816
278	Brentius	Germanic?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
279	Brice	Celtic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
280	Brigerus	Germanic?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
281	Britannius	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
282	Brito	Latin?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
283	Brixinus	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
285	Brochghardus	Germanic?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
286	Broderus	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
287	Brogelius	unknown	male	given name	import from Matrikels2-0_PublicationVersion_20230816
288	Bruffaudus	unknown	male	given name	import from Matrikels2-0_PublicationVersion_20230816
289	Brumoldus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
290	Brunis	Germanic?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
291	Bruno	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
292	Brunstein	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
293	Bucho	Germanic?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
294	Burkhard	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
295	Buridanus	unknown	male	given name	import from Matrikels2-0_PublicationVersion_20230816
296	Bussanus	unknown	male	given name	import from Matrikels2-0_PublicationVersion_20230816
298	Busserus	unknown	male	given name	import from Matrikels2-0_PublicationVersion_20230816
299	Bussingerus	unknown	male	given name	import from Matrikels2-0_PublicationVersion_20230816
300	Buveletus	unknown	male	given name	import from Matrikels2-0_PublicationVersion_20230816
301	Bynoen	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
302	Caesar	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
303	Caius	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
304	Caietanus	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
305	Kallistos	Greek	male	given name	import from Matrikels2-0_PublicationVersion_20230816
306	Camillus	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
307	Campo	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
308	Camus	Romance	male	given name	import from Matrikels2-0_PublicationVersion_20230816
309	Candidus	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
310	Canis	Latin?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
311	Capistranus	Romance	male	given name	import from Matrikels2-0_PublicationVersion_20230816
312	Carinus	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
315	Kazimierz	Slavic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
316	Gaspar	Semitic (Aramaic)	male	given name	import from Matrikels2-0_PublicationVersion_20230816
317	Katharina	Greek	female	given name	import from Matrikels2-0_PublicationVersion_20230816
318	Katherinos	Greek	male	given name	import from Matrikels2-0_PublicationVersion_20230816
319	Catillus	Latin?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
320	Caudius	Latin?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
321	Cautuno	unknown	male	given name	import from Matrikels2-0_PublicationVersion_20230816
322	Caecilius	Latin	male	family name	import from Matrikels2-0_PublicationVersion_20230816
323	Caelestinus	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
324	Celsus	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
325	Cempo	Germanic?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
326	Centurio	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
328	Ceranus	unknown	male	given name	import from Matrikels2-0_PublicationVersion_20230816
329	Ceso	Germanic?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
330	Cestus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
331	Charlacus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
332	Chrianus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
333	Chrismanus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
334	Christiana	Greek and Latin	female	given name	import from Matrikels2-0_PublicationVersion_20230816
335	Christianus	Greek and Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
336	Christina		female	given name	import from Matrikels2-0_PublicationVersion_20230816
337	Christinus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
338	Christophoros	Greek	male	given name	import from Matrikels2-0_PublicationVersion_20230816
339	Christophus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
340	Chrysantus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
341	Chrysolius		male	given name	import from Matrikels2-0_PublicationVersion_20230816
