48	Beckengen				Grand Duchy of Luxembourg	import from Matrikels2-0_PublicationVersion_20230816
49	Beeck prope Bream					import from Matrikels2-0_PublicationVersion_20230816
50	Beek	45.599286	13.893997		Belgium	import from Matrikels2-0_PublicationVersion_20230816
51	Beers	51.7244	5.8303		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
52	Beisem	50.90247	4.61641		Belgium	import from Matrikels2-0_PublicationVersion_20230816
53	Bekkevoort	50.94074	4.969		Belgium	import from Matrikels2-0_PublicationVersion_20230816
54	Belle	50.52302	4.28291			import from Matrikels2-0_PublicationVersion_20230816
55	Bellegem	50.77686	3.27933			import from Matrikels2-0_PublicationVersion_20230816
56	Belœil	50.55047	3.73484		Belgium	import from Matrikels2-0_PublicationVersion_20230816
57	Belsele	51.14598	4.08859		Belgium	import from Matrikels2-0_PublicationVersion_20230816
58	Ben	50.51472222	5.17861111		Belgium	import from Matrikels2-0_PublicationVersion_20230816
59	Berchem	51.19021	4.43264		Belgium	import from Matrikels2-0_PublicationVersion_20230816
60	Bergeijk	51.31917	5.35833		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
61	Mons	50.45413	3.95229		Belgium	import from Matrikels2-0_PublicationVersion_20230816
62	Bergen-op-Zoom	51.495	4.29167			import from Matrikels2-0_PublicationVersion_20230816
63	Beringen	50.7617	4.1497		Belgium	import from Matrikels2-0_PublicationVersion_20230816
64	Berkel	52.00306	4.48723		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
65	Berlaar	51.1176	4.65835		Belgium	import from Matrikels2-0_PublicationVersion_20230816
66	Bertem	50.86403	4.62918		Belgium	import from Matrikels2-0_PublicationVersion_20230816
67	Bertrée	50.69533	5.09077		Belgium	import from Matrikels2-0_PublicationVersion_20230816
68	Best					import from Matrikels2-0_PublicationVersion_20230816
69	Bever	50.9144	4.3361		Belgium	import from Matrikels2-0_PublicationVersion_20230816
70	Beveren	50.97256	3.14389		Belgium	import from Matrikels2-0_PublicationVersion_20230816
71	Beverlo	51.08646	5.21855		Belgium	import from Matrikels2-0_PublicationVersion_20230816
72	Bevingen	50.7975	5.1772		Belgium	import from Matrikels2-0_PublicationVersion_20230816
73	Bienne-lez-Happart	50.35213	4.21616		Belgium	import from Matrikels2-0_PublicationVersion_20230816
74	Bierges	50.71143	4.58658		Belgium	import from Matrikels2-0_PublicationVersion_20230816
75	Bilg					import from Matrikels2-0_PublicationVersion_20230816
76	Bilzen	50.87325	5.5184		Belgium	import from Matrikels2-0_PublicationVersion_20230816
77	Binche	50.41155	4.16469		Belgium	import from Matrikels2-0_PublicationVersion_20230816
78	Bissegem	50.82378	3.22844		Belgium	import from Matrikels2-0_PublicationVersion_20230816
79	Bissen				Grand Duchy of Luxembourg	import from Matrikels2-0_PublicationVersion_20230816
80	Blaasveld	51.05585	4.37668		Belgium	import from Matrikels2-0_PublicationVersion_20230816
81	Blandain	50.62095	3.30521		Belgium	import from Matrikels2-0_PublicationVersion_20230816
82	Blaton	50.50038	3.66008		Belgium	import from Matrikels2-0_PublicationVersion_20230816
83	Bochunensis					import from Matrikels2-0_PublicationVersion_20230816
84	Boechout	51.15959	4.49195		Belgium	import from Matrikels2-0_PublicationVersion_20230816
85	Boeschepe	50.8	2.7		France	import from Matrikels2-0_PublicationVersion_20230816
86	Boezinge	50.89672	2.85421		Belgium	import from Matrikels2-0_PublicationVersion_20230816
87	Bogaarden	50.73986	4.13594		Belgium	import from Matrikels2-0_PublicationVersion_20230816
88	Bois d'Haine	50.5018	4.21555			import from Matrikels2-0_PublicationVersion_20230816
89	Bolbeek	50.73015	5.74533		Belgium	import from Matrikels2-0_PublicationVersion_20230816
90	Boneffe	50.62513	4.95612		Belgium	import from Matrikels2-0_PublicationVersion_20230816
91	Bonlez	50.70211	4.68859		Belgium	import from Matrikels2-0_PublicationVersion_20230816
92	Bonnerue	50.1183	5.7233		Belgium	import from Matrikels2-0_PublicationVersion_20230816
93	Booischot	51.05219	4.7751		Belgium	import from Matrikels2-0_PublicationVersion_20230816
94	Boom	51.09242	4.3717		Belgium	import from Matrikels2-0_PublicationVersion_20230816
95	Borgworm	50.6976	5.25524			import from Matrikels2-0_PublicationVersion_20230816
96	Bornem	51.09716	4.24364			import from Matrikels2-0_PublicationVersion_20230816
97	Bossuit	50.7614	4.6947		Belgium	import from Matrikels2-0_PublicationVersion_20230816
98	Bost				Belgium	import from Matrikels2-0_PublicationVersion_20230816
99	Bouillonville	48.94497	5.841		France	import from Matrikels2-0_PublicationVersion_20230816
100	Boularensis					import from Matrikels2-0_PublicationVersion_20230816
101	Bourcy	50.05891	5.80758		Belgium	import from Matrikels2-0_PublicationVersion_20230816
103	Boussoit	50.45947	4.08245		Belgium	import from Matrikels2-0_PublicationVersion_20230816
104	Boutersem	50.84105	4.83367		Belgium	import from Matrikels2-0_PublicationVersion_20230816
105	Bouvignies	50.2725	4.8986		Belgium	import from Matrikels2-0_PublicationVersion_20230816
106	Boxmeer	51.64667	5.94722		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
107	Branchon	50.62899	4.97337		Belgium	import from Matrikels2-0_PublicationVersion_20230816
108	Breda	51.58656	4.77596		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
109	Bree	51.14152	5.5969		Belgium	import from Matrikels2-0_PublicationVersion_20230816
110	Broechem	51.18133	4.60181			import from Matrikels2-0_PublicationVersion_20230816
111	Broechem	51.18133	4.60181		Belgium	import from Matrikels2-0_PublicationVersion_20230816
112	Brunssum	50.94667	5.97083			import from Matrikels2-0_PublicationVersion_20230816
113	Brugelette	50.59577	3.85363		Belgium	import from Matrikels2-0_PublicationVersion_20230816
114	Brugge	51.20892	3.22424	Brugse Vrije	Belgium	import from Matrikels2-0_PublicationVersion_20230816
115	Brugse Vrije				Belgium	import from Matrikels2-0_PublicationVersion_20230816
116	Brussels	50.85045	4.34878		Belgium	import from Matrikels2-0_PublicationVersion_20230816
117	Bry	50.318055555556	3.6794444444444		France	import from Matrikels2-0_PublicationVersion_20230816
118	Buer				Germany	import from Matrikels2-0_PublicationVersion_20230816
119	Buggenhout	51.0159	4.20173		Belgium	import from Matrikels2-0_PublicationVersion_20230816
120	Buizingen	50.74227	4.25278		Belgium	import from Matrikels2-0_PublicationVersion_20230816
122	Bulskamp	51.04229	2.64943		Belgium	import from Matrikels2-0_PublicationVersion_20230816
123	Bunde				Netherlands	import from Matrikels2-0_PublicationVersion_20230816
124	Bunsbeek	50.84172	4.94522		Belgium	import from Matrikels2-0_PublicationVersion_20230816
125	Burcht	51.20393	4.34286		Belgium	import from Matrikels2-0_PublicationVersion_20230816
126	Buret					import from Matrikels2-0_PublicationVersion_20230816
127	Bursel	48.48722	-2.25972			import from Matrikels2-0_PublicationVersion_20230816
128	Cahir	52.37694	-7.92167		Ireland	import from Matrikels2-0_PublicationVersion_20230816
129	Cambron-Casteau	50.59108	3.88229		Belgium	import from Matrikels2-0_PublicationVersion_20230816
130	Celles	50.6542	5.2453		Belgium	import from Matrikels2-0_PublicationVersion_20230816
131	Céroux-Mousty	50.66089	4.5207		Belgium	import from Matrikels2-0_PublicationVersion_20230816
132	Charleroi	50.41136	4.44448		Belgium	import from Matrikels2-0_PublicationVersion_20230816
133	Chastre-Dame-Alerne	50.60067	4.634		Belgium	import from Matrikels2-0_PublicationVersion_20230816
134	Chièvres	50.58787	3.80711		Belgium	import from Matrikels2-0_PublicationVersion_20230816
135	Chimay	50.04856	4.31712		Belgium	import from Matrikels2-0_PublicationVersion_20230816
136	Ciplet	50.61756	5.09027		Belgium	import from Matrikels2-0_PublicationVersion_20230816
137	Clare				Ireland	import from Matrikels2-0_PublicationVersion_20230816
138	Clocher				Ireland	import from Matrikels2-0_PublicationVersion_20230816
139	Clonfert	53.23889	-8.05667		Ireland	import from Matrikels2-0_PublicationVersion_20230816
140	Contaminiensis					import from Matrikels2-0_PublicationVersion_20230816
141	Cork	51.89797	-8.47061		Ireland	import from Matrikels2-0_PublicationVersion_20230816
142	County of Louth	53.83333	-6.5		Ireland	import from Matrikels2-0_PublicationVersion_20230816
143	County of Meath	53.66667	-6.66667		Ireland	import from Matrikels2-0_PublicationVersion_20230816
144	Courcelles	48.3725	6.03759		Belgium	import from Matrikels2-0_PublicationVersion_20230816
145	Crez					import from Matrikels2-0_PublicationVersion_20230816
146	Crupet	50.34957	4.96127		Belgium	import from Matrikels2-0_PublicationVersion_20230816
147	Dadizele	50.85138	3.09468		Belgium	import from Matrikels2-0_PublicationVersion_20230816
148	Dailly	50.0575	4.4347		Belgium	import from Matrikels2-0_PublicationVersion_20230816
149	Dalhem	50.71315	5.72774		Belgium	import from Matrikels2-0_PublicationVersion_20230816
150	Dansuij					import from Matrikels2-0_PublicationVersion_20230816
151	Dave	50.4147	4.88789		Belgium	import from Matrikels2-0_PublicationVersion_20230816
152	Deest	51.89	5.66667			import from Matrikels2-0_PublicationVersion_20230816
153	Deinze	50.98175	3.53096		Belgium	import from Matrikels2-0_PublicationVersion_20230816
154	Delft	52.00667	4.35556		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
155	Den Haag	52.07667	4.29861			import from Matrikels2-0_PublicationVersion_20230816
156	Dendermonde	51.02869	4.10106		Belgium	import from Matrikels2-0_PublicationVersion_20230816
157	Denderwindeke	50.79731	4.02512		Belgium	import from Matrikels2-0_PublicationVersion_20230816
158	Dessel	51.23855	5.11448		Belgium	import from Matrikels2-0_PublicationVersion_20230816
159	Deurne	51.22134	4.46595		Belgium	import from Matrikels2-0_PublicationVersion_20230816
160	Deux-Acren	50.73026	3.85315		Belgium	import from Matrikels2-0_PublicationVersion_20230816
161	Dickeriensis					import from Matrikels2-0_PublicationVersion_20230816
162	Diest	50.98923	5.05062		Belgium	import from Matrikels2-0_PublicationVersion_20230816
163	Dikkebus	50.82131	2.82873		Belgium	import from Matrikels2-0_PublicationVersion_20230816
164	Diksmuide	51.03248	2.86384			import from Matrikels2-0_PublicationVersion_20230816
165	Dinant	50.25807	4.91166		Belgium	import from Matrikels2-0_PublicationVersion_20230816
166	Doische	50.13356	4.73545			import from Matrikels2-0_PublicationVersion_20230816
167	Dongen	51.62667	4.93889		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
168	Doornik	50.60715	3.38932		Belgium	import from Matrikels2-0_PublicationVersion_20230816
169	Dormaal	50.8078	5.1		Belgium	import from Matrikels2-0_PublicationVersion_20230816
170	Dublin	53.33306	-6.24889		Ireland	import from Matrikels2-0_PublicationVersion_20230816
171	Duffel	51.09554	4.50903		Belgium	import from Matrikels2-0_PublicationVersion_20230816
172	Duinkerke	51.0344	2.37681		France	import from Matrikels2-0_PublicationVersion_20230816
173	Duisburg	50.81584	4.55533		Belgium	import from Matrikels2-0_PublicationVersion_20230816
174	Ebene				Germany	import from Matrikels2-0_PublicationVersion_20230816
175	Enghien	50.69375	4.03788		Belgium	import from Matrikels2-0_PublicationVersion_20230816
176	Eeklo	51.18703	3.55654		Belgium	import from Matrikels2-0_PublicationVersion_20230816
177	Eghezée	50.59076	4.91175		Belgium	import from Matrikels2-0_PublicationVersion_20230816
178	Eigenbrakel	50.68363	4.36784		Belgium	import from Matrikels2-0_PublicationVersion_20230816
179	Eindhout	51.10385	4.9999		Belgium	import from Matrikels2-0_PublicationVersion_20230816
180	Eindhoven	51.44083	5.47778		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
181	Eke	50.9569	3.6417		Belgium	import from Matrikels2-0_PublicationVersion_20230816
182	Eksel	51.1531	5.3911		Belgium	import from Matrikels2-0_PublicationVersion_20230816
183	Élesmes	50.30864	4.01052		France	import from Matrikels2-0_PublicationVersion_20230816
184	Élouges	50.40245	3.75175		Belgium	import from Matrikels2-0_PublicationVersion_20230816
185	Elverdinge	50.88476	2.8171		Belgium	import from Matrikels2-0_PublicationVersion_20230816
186	Elzele	50.73512	3.67985		Belgium	import from Matrikels2-0_PublicationVersion_20230816
187	Émondeville	49.45905	-1.34309		France	import from Matrikels2-0_PublicationVersion_20230816
188	Epinois	50.406	4.20666		Belgium	import from Matrikels2-0_PublicationVersion_20230816
189	Erbaut	50.53262	3.88384		Belgium	import from Matrikels2-0_PublicationVersion_20230816
190	Ere	50.58226	3.36765		Belgium	import from Matrikels2-0_PublicationVersion_20230816
191	Erpe	50.93565	3.97219		Belgium	import from Matrikels2-0_PublicationVersion_20230816
192	Erpion	50.21188	4.35562		Belgium	import from Matrikels2-0_PublicationVersion_20230816
193	Éterpigny				France	import from Matrikels2-0_PublicationVersion_20230816
194	Etikhove	50.81162	3.62489		Belgium	import from Matrikels2-0_PublicationVersion_20230816
195	Eupen	50.6279	6.03647		Belgium	import from Matrikels2-0_PublicationVersion_20230816
196	Everbeek	50.7626	3.80852		Belgium	import from Matrikels2-0_PublicationVersion_20230816
197	Felleries	50.14719	4.03322		France	import from Matrikels2-0_PublicationVersion_20230816
198	Feluy	50.56258	4.25098		Belgium	import from Matrikels2-0_PublicationVersion_20230816
199	Fenal					import from Matrikels2-0_PublicationVersion_20230816
200	Ferrières					import from Matrikels2-0_PublicationVersion_20230816
201	Flers			Orne	France	import from Matrikels2-0_PublicationVersion_20230816
202	Florennes	50.25127	4.60636		Belgium	import from Matrikels2-0_PublicationVersion_20230816
203	Fontaine-L'Évêque	50.40907	4.32427		Belgium	import from Matrikels2-0_PublicationVersion_20230816
204	Frameries	50.40578	3.89603		Belgium	import from Matrikels2-0_PublicationVersion_20230816
205	Francourt	47.65025	5.74384		France	import from Matrikels2-0_PublicationVersion_20230816
206	Franeker	53.18546	5.54123		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
207	Frasnes-lez-Buissenal	50.66783	3.62047		Belgium	import from Matrikels2-0_PublicationVersion_20230816
208	Frasnes	46.855555555556	6.1597222222222		France	import from Matrikels2-0_PublicationVersion_20230816
210	Froidchapelle	50.15106	4.32742		Belgium	import from Matrikels2-0_PublicationVersion_20230816
211	Fumay	49.99132	4.70771		France	import from Matrikels2-0_PublicationVersion_20230816
212	Gages				Belgium	import from Matrikels2-0_PublicationVersion_20230816
213	Galmaarden	50.75389	3.97121		Belgium	import from Matrikels2-0_PublicationVersion_20230816
214	Gastel	51.28583	5.55556		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
215	Geel	51.16557	4.98917		Belgium	import from Matrikels2-0_PublicationVersion_20230816
216	Geertruidenberg	51.70167	4.85694		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
217	Geetbets	50.89431	5.11199		Belgium	import from Matrikels2-0_PublicationVersion_20230816
218	Geldenaken	50.72357	4.86914		Belgium	import from Matrikels2-0_PublicationVersion_20230816
219	Geldern	51.51908	6.32363		Germany	import from Matrikels2-0_PublicationVersion_20230816
220	Geldrop	51.42167	5.55972		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
221	Gelinden	50.7656	5.26121		Belgium	import from Matrikels2-0_PublicationVersion_20230816
222	Geluwe	50.80978	3.07695		Belgium	import from Matrikels2-0_PublicationVersion_20230816
223	Gemert	51.55583	5.69028		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
224	Genepiën	50.61173	4.45152			import from Matrikels2-0_PublicationVersion_20230816
225	Gent	51.05	3.71667		Belgium	import from Matrikels2-0_PublicationVersion_20230816
226	Gentinnes	50.57839	4.60705		Belgium	import from Matrikels2-0_PublicationVersion_20230816
227	Geraardsbergen	50.77343	3.88223			import from Matrikels2-0_PublicationVersion_20230816
228	Gestel	51.425	5.4617000000000004		Belgium	import from Matrikels2-0_PublicationVersion_20230816
229	Geten	50.68136	4.95563			import from Matrikels2-0_PublicationVersion_20230816
230	Gierle	51.26852	4.86733		Belgium	import from Matrikels2-0_PublicationVersion_20230816
231	Gijverinkhove	50.97609	2.67252		Belgium	import from Matrikels2-0_PublicationVersion_20230816
232	Gijzegem	50.98602	4.04938		Belgium	import from Matrikels2-0_PublicationVersion_20230816
233	Gilly					import from Matrikels2-0_PublicationVersion_20230816
234	Gingelom	50.74792	5.13422		Belgium	import from Matrikels2-0_PublicationVersion_20230816
235	Gives					import from Matrikels2-0_PublicationVersion_20230816
236	Godewaersvelde	50.79399	2.64456			import from Matrikels2-0_PublicationVersion_20230816
237	Goessem					import from Matrikels2-0_PublicationVersion_20230816
238	Gorinchem	51.83652	4.97243		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
239	Gosselies	50.46936	4.43324		Belgium	import from Matrikels2-0_PublicationVersion_20230816
240	Gottignies	50.4953	4.05996		Belgium	import from Matrikels2-0_PublicationVersion_20230816
241	Gozée	50.33461	4.35273		Belgium	import from Matrikels2-0_PublicationVersion_20230816
242	Grand-Leez	50.58389	4.7751		Belgium	import from Matrikels2-0_PublicationVersion_20230816
243	Grand-Rechain	50.60765	5.81108		Belgium	import from Matrikels2-0_PublicationVersion_20230816
244	Grimbergen	50.93409	4.37213		Belgium	import from Matrikels2-0_PublicationVersion_20230816
245	Groningen	53.21917	6.56667		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
246	Gronsveld	50.81083	5.73056		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
247	Grummelscheid	49.98343	5.87072			import from Matrikels2-0_PublicationVersion_20230816
248	Gulke	50.60657	5.95614		Belgium	import from Matrikels2-0_PublicationVersion_20230816
249	Haaltert	50.90634	4.00093		Belgium	import from Matrikels2-0_PublicationVersion_20230816
250	Haarlem	52.38084	4.63683		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
251	Halen				Belgium	import from Matrikels2-0_PublicationVersion_20230816
252	Halle	50.73385	4.23454		Belgium	import from Matrikels2-0_PublicationVersion_20230816
253	Halleux	50.486547222222	5.6229583333333		Belgium	import from Matrikels2-0_PublicationVersion_20230816
254	Halloy	50.309486111111	5.0717888888889		Belgium	import from Matrikels2-0_PublicationVersion_20230816
255	Halsteren	51.52834	4.26785		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
256	Hamont	51.25332	5.54732		Belgium	import from Matrikels2-0_PublicationVersion_20230816
257	Hannuit	50.67142	5.07898		Belgium	import from Matrikels2-0_PublicationVersion_20230816
258	Harelbeke	50.85343	3.30935		Belgium	import from Matrikels2-0_PublicationVersion_20230816
259	Hasleto-Leodius					import from Matrikels2-0_PublicationVersion_20230816
260	Hasselt	51.13975	5.64457		Belgium	import from Matrikels2-0_PublicationVersion_20230816
261	Hastenbeck	52.07908	9.41872		Germany	import from Matrikels2-0_PublicationVersion_20230816
262	Hautheren					import from Matrikels2-0_PublicationVersion_20230816
263	Havay	50.36118	3.98366		Belgium	import from Matrikels2-0_PublicationVersion_20230816
264	Havinnes	50.61658	3.46341		Belgium	import from Matrikels2-0_PublicationVersion_20230816
265	Hazebrouck	50.72374	2.53729		France	import from Matrikels2-0_PublicationVersion_20230816
266	Heikruis	50.73506	4.1116		Belgium	import from Matrikels2-0_PublicationVersion_20230816
267	Heist	51.33867	3.23882			import from Matrikels2-0_PublicationVersion_20230816
268	Heist-op-den-Berg	51.07537	4.72827		Belgium	import from Matrikels2-0_PublicationVersion_20230816
269	Heks	50.76952	5.35806		Belgium	import from Matrikels2-0_PublicationVersion_20230816
270	Helchteren	51.05591	5.38244		Belgium	import from Matrikels2-0_PublicationVersion_20230816
271	Helmond	51.48167	5.66111			import from Matrikels2-0_PublicationVersion_20230816
272	Hendrik-Kapelle	50.67688	5.93009		Belgium	import from Matrikels2-0_PublicationVersion_20230816
273	Hengelo					import from Matrikels2-0_PublicationVersion_20230816
274	Heppignies	50.4846	4.4953		Belgium	import from Matrikels2-0_PublicationVersion_20230816
275	Herchies	50.517	3.85		Belgium	import from Matrikels2-0_PublicationVersion_20230816
276	Herent	51.202778	5.448333		Belgium	import from Matrikels2-0_PublicationVersion_20230816
277	Herentals	51.17655	4.83248		Belgium	import from Matrikels2-0_PublicationVersion_20230816
278	Herenthout	51.1401	4.75572		Belgium	import from Matrikels2-0_PublicationVersion_20230816
279	Herk-de-Stad	50.94013	5.16636			import from Matrikels2-0_PublicationVersion_20230816
280	Hermelgem	50.89321	3.68534		Belgium	import from Matrikels2-0_PublicationVersion_20230816
281	Herne	51.54258	7.21897		Germany	import from Matrikels2-0_PublicationVersion_20230816
282	Herve	50.64083	5.79353		Belgium	import from Matrikels2-0_PublicationVersion_20230816
283	Herzeeuw	50.71667	3.21667			import from Matrikels2-0_PublicationVersion_20230816
284	Heumen	51.765	5.84444		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
285	Heusden				Belgium	import from Matrikels2-0_PublicationVersion_20230816
286	Heyssensis					import from Matrikels2-0_PublicationVersion_20230816
287	Hilvarenbeek	51.48583	5.1375		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
288	Hilversum	52.22333	5.17639			import from Matrikels2-0_PublicationVersion_20230816
289	Hingene	51.10345	4.26904		Belgium	import from Matrikels2-0_PublicationVersion_20230816
290	Hoboken	51.17611	4.34844		Belgium	import from Matrikels2-0_PublicationVersion_20230816
291	Hocquelie					import from Matrikels2-0_PublicationVersion_20230816
292	Hoei	50.51894	5.23284		Belgium	import from Matrikels2-0_PublicationVersion_20230816
293	Hoeilaart	50.7673	4.46835		Belgium	import from Matrikels2-0_PublicationVersion_20230816
294	Hoeven	51.18246	5.4039		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
295	Hoogstraten	51.40029	4.76034		Belgium	import from Matrikels2-0_PublicationVersion_20230816
296	Hoorn				Netherlands	import from Matrikels2-0_PublicationVersion_20230816
297	Horrues	50.60845	4.04278		Belgium	import from Matrikels2-0_PublicationVersion_20230816
298	Hotton	50.26742	5.44609		Belgium	import from Matrikels2-0_PublicationVersion_20230816
299	Houdeng-Gœgnies	50.49032	4.17513		Belgium	import from Matrikels2-0_PublicationVersion_20230816
300	Hove	55.7261	12.2364		Belgium	import from Matrikels2-0_PublicationVersion_20230816
301	Hoyanus					import from Matrikels2-0_PublicationVersion_20230816
302	Huldenberg	50.78939	4.5831		Belgium	import from Matrikels2-0_PublicationVersion_20230816
303	Hulsberg					import from Matrikels2-0_PublicationVersion_20230816
304	Hulst	51.4275	5.545		Netherlands	import from Matrikels2-0_PublicationVersion_20230816
305	Huppaye	50.69363	4.89415		Belgium	import from Matrikels2-0_PublicationVersion_20230816
306	Ieper	50.85114	2.88569		Belgium	import from Matrikels2-0_PublicationVersion_20230816
307	Ireland	53	-8			import from Matrikels2-0_PublicationVersion_20230816
308	Ingooigem	50.82013	3.43373		Belgium	import from Matrikels2-0_PublicationVersion_20230816
309	Isle-la-Hesse	50.0033	5.6761		Belgium	import from Matrikels2-0_PublicationVersion_20230816
310	Isnes	50.50611	4.72833		Belgium	import from Matrikels2-0_PublicationVersion_20230816
311	Izel	49.6939	5.3739		Belgium	import from Matrikels2-0_PublicationVersion_20230816
312	Jemappes	50.44914	3.89096		Belgium	import from Matrikels2-0_PublicationVersion_20230816
313	Jeneffe	50.3553	5.245		Belgium	import from Matrikels2-0_PublicationVersion_20230816
314	Jumet	42.958055555556	0.37583333333333		France	import from Matrikels2-0_PublicationVersion_20230816
315	Kain	50.63869	3.39688		Belgium	import from Matrikels2-0_PublicationVersion_20230816
316	Kallo	51.2525	4.27546		Belgium	import from Matrikels2-0_PublicationVersion_20230816
317	Cambrai	50.76667	5.13333			import from Matrikels2-0_PublicationVersion_20230816
318	Kampenhout	50.9421	4.55103		Belgium	import from Matrikels2-0_PublicationVersion_20230816
319	Kapelle-op-den-Bos	51.0097	4.36303		Belgium	import from Matrikels2-0_PublicationVersion_20230816
320	Kapellen					import from Matrikels2-0_PublicationVersion_20230816
321	Kaprijke	51.2172	3.61519		Belgium	import from Matrikels2-0_PublicationVersion_20230816
322	Kassel					import from Matrikels2-0_PublicationVersion_20230816
323	Kasteelbrakel	50.6799	4.27385		Belgium	import from Matrikels2-0_PublicationVersion_20230816
