2999	17	12413
3000	17	12414
3001	17	12415
3002	17	12416
3003	17	12417
3004	17	12418
3005	17	12419
3006	17	12420
3007	17	12421
3008	17	12422
3009	17	12423
3010	17	12424
3011	17	12425
3012	17	12426
3013	17	12427
3014	17	12428
3015	17	12429
3016	17	12430
3017	17	12431
3018	17	12432
3019	17	12433
3020	17	12434
3021	17	12435
3022	17	12436
3023	17	12437
3024	17	12438
3025	17	12439
3026	17	12440
3027	17	12441
3028	17	12442
3029	17	12443
3030	17	12444
3031	17	12445
3032	17	12446
3033	17	12447
3034	17	12448
3035	17	12449
3036	17	12450
3037	17	12451
3038	17	12452
3039	17	12453
3040	17	12454
3041	17	12455
3042	17	12456
3043	17	12457
3044	17	12458
3045	17	12459
3046	17	12460
3047	17	12461
3048	17	12462
3049	17	12463
3050	17	12464
3051	17	12465
3052	17	12466
3053	17	12467
3054	17	12468
3055	17	12469
3056	19	12470
3057	19	12471
3058	19	12472
3059	19	12473
3060	19	12474
3061	19	12475
3062	19	12476
3063	19	12477
3064	19	12478
3065	19	12479
3066	19	12480
3067	19	12481
3068	19	12482
3069	19	12483
3070	19	12484
3071	19	12485
3072	19	12486
3073	19	12487
3074	19	12488
3075	19	12489
3076	19	12490
3077	19	12491
3078	19	12492
3079	19	12493
3080	19	12494
3081	19	12495
3082	19	12496
3083	19	12497
3084	19	12498
3085	19	12499
3086	19	12500
3087	19	12501
3088	19	12502
3089	19	12503
3090	19	12504
3091	19	12505
3092	19	12506
3093	19	12507
3094	19	12508
3095	19	12509
3096	19	12510
3097	19	12511
3098	19	12512
3099	19	12513
3100	19	12514
3101	19	12515
3102	19	12516
3103	19	12517
3104	19	12518
3105	19	12519
3106	19	12520
3107	19	12521
3108	19	12522
3109	19	12523
3110	19	12524
3111	19	12525
3112	19	12526
3113	19	12527
3114	18	12528
3115	18	12529
3116	18	12530
3117	18	12531
3118	18	12532
3119	18	12533
3120	18	12534
3121	18	12535
3122	18	12536
3123	18	12537
3124	18	12538
3125	18	12539
3126	18	12540
3127	18	12541
3128	18	12542
3129	18	12543
3130	18	12544
3131	18	12545
3132	18	12546
3133	18	12547
3134	18	12548
3135	18	12549
3136	18	12550
3137	18	12551
3138	18	12552
3139	18	12553
3140	18	12554
3141	18	12555
3142	18	12556
3143	18	12557
3144	18	12558
3145	18	12559
3146	18	12560
3147	18	12561
3148	18	12562
3149	18	12563
3150	18	12564
3151	18	12565
3152	18	12566
3153	18	12567
3154	18	12568
3155	18	12569
3156	18	12570
3157	18	12571
3158	18	12572
3159	18	12573
3160	18	12574
3161	18	12575
3162	18	12576
3163	18	12577
3164	18	12578
3165	18	12579
3166	18	12580
3167	18	12581
3168	18	12582
3169	18	12583
3170	18	12584
3171	18	12585
3172	18	12586
3173	18	12587
3174	18	12588
3175	18	12589
3176	18	12590
3177	18	12591
3178	18	12592
3179	18	12593
3180	18	12594
3181	18	12595
3182	18	12596
3183	18	12597
3184	18	12598
3185	18	12599
3186	18	12600
3187	18	12601
3188	18	12602
3189	18	12603
3190	18	12604
3191	18	12605
3192	18	12606
3193	18	12607
3194	18	12608
3195	18	12609
3196	18	12610
3197	18	12611
3198	18	12612
3199	18	12613
3200	18	12614
3201	18	12615
3202	18	12616
3203	18	12617
3204	16	12618
3205	16	12619
3206	16	12620
3207	16	12621
3208	16	12622
3209	16	12623
3210	16	12624
3211	16	12625
3212	16	12626
3213	16	12627
3214	16	12628
3215	16	12629
3216	16	12630
3217	16	12631
3218	16	12632
3219	16	12633
3220	16	12634
3221	16	12635
3222	16	12636
3223	16	12637
3224	16	12638
3225	16	12639
3226	16	12640
3227	16	12641
3228	16	12642
3229	16	12643
3230	16	12644
3231	16	12645
3232	16	12646
3233	16	12647
3234	16	12648
3235	16	12649
3236	16	12650
3237	16	12651
3238	16	12652
3239	16	12653
3240	16	12654
3241	16	12655
3242	16	12656
3243	16	12657
3244	16	12658
3245	16	12659
3246	16	12660
3247	19	12763
3248	19	12764
3249	19	12765
3250	19	12766
3251	19	12767
3252	19	12768
3253	19	12769
3254	19	12770
3255	19	12771
3256	19	12772
3257	19	12773
3258	19	12774
3259	19	12775
3260	19	12776
3261	19	12777
3262	19	12778
3263	19	12779
3264	19	12780
3265	19	12781
3266	19	12782
3267	19	12783
3268	19	12784
3269	19	12785
3270	19	12786
3271	19	12787
3272	19	12788
3273	19	12789
3274	19	12790
3275	19	12791
3276	19	12792
3277	19	12793
3278	19	12794
3279	19	12795
3280	19	12796
3281	19	12797
3282	19	12798
3283	19	12799
3284	19	12800
3285	19	12801
3286	19	12802
3287	19	12803
3288	19	12804
3289	19	12805
3290	19	12806
3291	19	12807
3292	19	12808
3293	19	12809
3294	19	12810
3295	19	12811
3296	19	12812
3297	19	12813
3298	19	12814
3299	19	12815
3300	19	12816
3301	19	12817
3302	19	12818
3303	19	12819
3304	19	12820
3305	19	12821
3306	19	12822
3307	19	12823
3308	19	12824
3309	19	12825
3310	19	12826
3311	19	12827
3312	19	12828
3313	19	12829
3314	18	12830
3315	18	12831
3316	18	12832
3317	18	12833
3318	18	12834
3319	18	12835
3320	18	12836
3321	18	12837
3322	18	12838
3323	18	12839
3324	18	12840
3325	18	12841
3326	18	12842
3327	18	12843
3328	18	12844
3329	18	12845
3330	18	12846
3331	18	12847
3332	18	12848
3333	18	12849
3334	18	12850
3335	18	12851
3336	18	12852
3337	18	12853
3338	18	12854
3339	18	12855
3340	18	12856
3341	18	12857
3342	18	12858
3343	18	12859
3344	18	12860
3345	18	12861
3346	18	12862
3347	18	12863
3348	18	12864
3349	18	12865
3350	18	12866
3351	18	12867
3352	18	12868
3353	18	12869
3354	18	12870
3355	18	12871
3356	18	12872
3357	18	12873
3358	18	12874
3359	18	12875
3360	18	12876
3361	18	12877
3362	18	12878
3363	18	12879
3364	18	12880
3365	18	12881
3366	18	12882
3367	18	12883
3368	18	12884
3369	16	12910
3370	16	12911
3371	16	12912
3372	16	12913
3373	16	12914
3374	16	12915
3375	16	12916
3376	16	12917
3377	16	12918
3378	16	12919
3379	16	12920
3380	16	12921
3381	16	12922
3382	16	12923
3383	16	12924
3384	16	12925
3385	16	12926
3386	16	12927
3387	16	12928
3388	16	12929
3389	16	12930
3390	16	12931
3391	16	12932
3392	16	12933
3393	16	12934
3394	16	12935
3395	16	12936
3396	16	12937
3397	16	12938
3398	16	12939
3399	16	12940
3400	16	12941
3401	16	12942
3402	16	12943
3403	16	12944
3404	16	12945
3405	16	12946
3406	16	12947
3407	16	12948
3408	16	12949
3409	16	12950
3410	16	12951
3411	16	12952
3412	16	12953
3413	16	12954
3414	16	12955
3415	16	12956
3416	16	12957
3417	16	12958
3418	16	12959
3419	16	12960
3420	16	12961
3421	16	12962
3422	16	12963
3423	16	12964
3424	16	12965
3425	16	12966
3426	16	12967
3427	16	12968
3428	16	12969
3429	16	12970
3430	16	12971
3431	17	12972
3432	17	12973
3433	17	12974
3434	17	12975
3435	17	12976
3436	17	12977
3437	17	12978
3438	17	12979
3439	17	12980
3440	17	12981
3441	17	12982
3442	17	12983
3443	17	12984
3444	17	12985
3445	17	12986
3446	17	12987
3447	17	12988
3448	17	12989
3449	17	12990
3450	17	12991
3451	17	12992
3452	17	12993
3453	17	12994
3454	17	12995
3455	17	12996
3456	17	12997
3457	17	12998
3458	17	12999
3459	17	13000
3460	17	13001
3461	17	13002
3462	17	13003
3463	17	13004
3464	17	13005
3465	17	13006
3466	17	13007
3467	17	13008
3468	17	13009
3469	17	13010
3470	19	13087
3471	19	13088
3472	19	13089
3473	19	13090
3474	19	13091
3475	19	13092
3476	19	13093
3477	19	13094
3478	19	13095
3479	19	13096
3480	19	13097
3481	19	13098
3482	19	13099
3483	19	13100
3484	19	13101
3485	19	13102
3486	19	13103
3487	19	13104
3488	19	13105
3489	19	13106
3490	19	13107
3491	19	13108
3492	19	13109
3493	19	13110
3494	19	13111
3495	19	13112
3496	19	13113
3497	19	13114
3498	19	13115
3499	19	13116
3500	19	13117
3501	19	13118
3502	19	13119
3503	19	13120
3504	19	13121
3505	19	13122
3506	19	13123
3507	19	13124
3508	19	13125
3509	19	13126
3510	19	13127
3511	19	13128
3512	19	13129
3513	19	13130
3514	19	13131
3515	19	13132
3516	19	13133
3517	19	13134
3518	19	13135
3519	19	13136
3520	19	13137
3521	18	13138
3522	18	13139
3523	18	13140
3524	18	13141
3525	18	13142
3526	18	13143
3527	18	13144
3528	18	13145
3529	18	13146
3530	18	13147
3531	18	13148
3532	18	13149
3533	18	13150
3534	18	13151
3535	18	13152
3536	18	13153
3537	18	13154
3538	18	13155
3539	18	13156
3540	18	13157
3541	18	13158
3542	18	13159
3543	18	13160
3544	18	13161
