279	Herk-de-Stad	50.94013	5.16636	0		import from Matrikels2-0_PublicationVersion_20230816
280	Hermelgem	50.89321	3.68534	749		import from Matrikels2-0_PublicationVersion_20230816
281	Herne	51.54258	7.21897	724		import from Matrikels2-0_PublicationVersion_20230816
282	Herve	50.64083	5.79353	749		import from Matrikels2-0_PublicationVersion_20230816
283	Herzeeuw	50.71667	3.21667	0		import from Matrikels2-0_PublicationVersion_20230816
284	Heumen	51.765	5.84444	748		import from Matrikels2-0_PublicationVersion_20230816
285	Heusden			749		import from Matrikels2-0_PublicationVersion_20230816
286	Heyssensis			0		import from Matrikels2-0_PublicationVersion_20230816
287	Hilvarenbeek	51.48583	5.1375	748		import from Matrikels2-0_PublicationVersion_20230816
288	Hilversum	52.22333	5.17639	0		import from Matrikels2-0_PublicationVersion_20230816
289	Hingene	51.10345	4.26904	749		import from Matrikels2-0_PublicationVersion_20230816
290	Hoboken	51.17611	4.34844	749		import from Matrikels2-0_PublicationVersion_20230816
291	Hocquelie			0		import from Matrikels2-0_PublicationVersion_20230816
292	Hoei	50.51894	5.23284	749		import from Matrikels2-0_PublicationVersion_20230816
293	Hoeilaart	50.7673	4.46835	749		import from Matrikels2-0_PublicationVersion_20230816
294	Hoeven	51.18246	5.4039	748		import from Matrikels2-0_PublicationVersion_20230816
295	Hoogstraten	51.40029	4.76034	749		import from Matrikels2-0_PublicationVersion_20230816
296	Hoorn			748		import from Matrikels2-0_PublicationVersion_20230816
297	Horrues	50.60845	4.04278	749		import from Matrikels2-0_PublicationVersion_20230816
298	Hotton	50.26742	5.44609	749		import from Matrikels2-0_PublicationVersion_20230816
299	Houdeng-Gœgnies	50.49032	4.17513	749		import from Matrikels2-0_PublicationVersion_20230816
300	Hove	55.7261	12.2364	749		import from Matrikels2-0_PublicationVersion_20230816
301	Hoyanus			0		import from Matrikels2-0_PublicationVersion_20230816
302	Huldenberg	50.78939	4.5831	749		import from Matrikels2-0_PublicationVersion_20230816
303	Hulsberg			0		import from Matrikels2-0_PublicationVersion_20230816
304	Hulst	51.4275	5.545	748		import from Matrikels2-0_PublicationVersion_20230816
305	Huppaye	50.69363	4.89415	749		import from Matrikels2-0_PublicationVersion_20230816
306	Ieper	50.85114	2.88569	749		import from Matrikels2-0_PublicationVersion_20230816
307	Ireland	53	-8	0		import from Matrikels2-0_PublicationVersion_20230816
308	Ingooigem	50.82013	3.43373	749		import from Matrikels2-0_PublicationVersion_20230816
309	Isle-la-Hesse	50.0033	5.6761	749		import from Matrikels2-0_PublicationVersion_20230816
310	Isnes	50.50611	4.72833	749		import from Matrikels2-0_PublicationVersion_20230816
311	Izel	49.6939	5.3739	749		import from Matrikels2-0_PublicationVersion_20230816
312	Jemappes	50.44914	3.89096	749		import from Matrikels2-0_PublicationVersion_20230816
313	Jeneffe	50.3553	5.245	749		import from Matrikels2-0_PublicationVersion_20230816
314	Jumet	42.958055555556	0.37583333333333	725		import from Matrikels2-0_PublicationVersion_20230816
315	Kain	50.63869	3.39688	749		import from Matrikels2-0_PublicationVersion_20230816
316	Kallo	51.2525	4.27546	749		import from Matrikels2-0_PublicationVersion_20230816
317	Cambrai	50.76667	5.13333	0		import from Matrikels2-0_PublicationVersion_20230816
