142	Egidius Cleremen	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
143	Eligius de Vetter	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
144	Egidius Dueschi	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
145	Eustacius de Merbroeckey	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
146	Emondus de Griende	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
147	Egidius Grove	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
148	Egidius de Bonte	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
149	Eligius Vielere	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
150	Egidius Rasteels	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
151	Egidius Pistoris	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
152	Egidius de Velrouz	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
153	Egidius Rodolphi	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
154	Egidius de Awoine	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
155	Egidius Corte	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
156	Egidius Ropiout	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
157	Egidius de Monte	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
158	Egidius Abins	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
159	Egidius Wynant	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
160	Egidius Bertholomei	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
161	Egidius Fluweel	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
162	Enghelbertus Petri	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
163	Egidius Hennon	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
164	Egidius Le Mortier	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
165	Edewardus Cruplant	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
166	Egidius Esscheric	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
167	Egidius de Musscoet	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
168	Egidius de Cottem	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
169	Egidius Vaenken	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
170	Egidius Micaert	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
171	Egidius Rotarii	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
172	Eligius Weilarde	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
173	Egidius de Boest	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
174	Ethmundus Bailet	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
175	Florencius de Bock	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
176	Franciscus Beka	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
177	Franco de Rivo	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
178	Franciscus de Tille	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
179	Franco Honaert	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
180	Franciscus de Tille	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
181	Franciscus Clerici	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
182	Franco de Boot	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
183	Franco de Leeps	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
184	Franciscus Urbani	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
185	Franciscus Galli	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
186	Franciscus Ghele	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
187	Franciscus vander Delphe	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
188	Florencius Vranxs	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
189	Franco de Montingni	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
190	Franco Halpont	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
191	Franciscus Bryssinc	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
192	Florencius de Tol	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
193	Florencius van der Drele	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
194	Ferricus de Beauvoer	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
195	Gerardus Dillen	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
196	Georgius de Messien	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
197	Gerardus Haghen	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
198	Gerardus Bruine	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
199	Gerardus Gruiter	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
200	Goswinus de Vivario	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
201	Ghiselbertus Wytte	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
202	Gerardus Duysschen	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
203	Gerelinus de Noet	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
204	Goswinus de Zomeren	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
205	Gerardus Multoris, alias de Monte	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
206	Gerardus Lamberti	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
207	Gysselbertus Dille	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
208	Gerardus de Nobili Prato	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
209	Gerardus de Dyananto	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
210	Ghysselbertus de Wyct	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
211	Gerardus Hayen	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
212	Gysselbertus de Streteem	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
213	Ghyselbertus Pels	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
214	Gerardus de Rouwe	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
215	Ghysselbertus de Wijck	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
216	Godefridus Snellen	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
217	Godefridus de Salice	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
218	Guido Zedeman	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
219	Ghysselbertus de Palude	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
220	Gerardus Gilberti	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
221	Godefridus Pirart	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
222	Gerardus de Cortenbach	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
223	Gosswinus Cuparii	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
224	Gerardus Spliter	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
225	Gosswinus Fortis	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
226	Gaugericus Alberti	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
227	Gerardus Creyt	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
228	Godefridus Cuper	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
229	Gerardus Wasberch	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
230	Godescalcus Buysscher	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
231	Godefridus Pasteel	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
232	Geradus Jacobi	man	0	0	0	0	0	0	1426	1426	0	0		import from Matrikels2-0_PublicationVersion_20230816
